is_fake,senti_score,punc_num,cap_num,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1,0.992289743,0.112781955,0.075987842,6.000066123,0.647385788,0.398161614,0.438149403,0.469044096,0.416337295,0.768967198,0.664994176,0.454309884,0.502089281,0.487688328,0.57440244,0.524982975,0.503673028,0.550245581,0.493104985,0.489240645,0.481541404,0.506068671,0.483990333,0.492167491,0.507227013,0.50466734,0.50304132,0.503845353,0.488621553,0.520252672,0.534821461,0.489454907,0.456565964,0.481459734,0.525988909,0.493798541,0.496177361,0.43544488,0.524739921,0.528181658,0.513265772,0.529279182,0.512514618,0.501556126,0.517569509,0.479692158,0.490931632,0.536428923,0.521092311,0.49094167,0.499311259,0.507837121,0.464578167,0.491104646,0.510004501,0.498833914,0.47674165,0.492415669,0.491978068,0.472633375,0.51235247,0.500175786,0.485501675,0.504950631,0.51891777,0.475739555,0.523259545,0.519089664,0.502858668,0.515008262,0.487276651,0.4849511,0.520283108,0.489644053,0.46629467,0.489604003,0.477460242,0.480457047,0.498976032,0.523746358,0.490736008,0.521584201,0.526545775,0.483489712,0.500268815,0.519862527,0.467926737,0.472631419,0.495343941,0.486792163,0.466746172,0.500181731,0.495912304,0.486145871,0.470643322,0.498815841,0.505060822,0.490156516,0.482383257,0.514182805,0.494258715,0.509059954,0.50272167
1,0.983869331,0.07518797,0.063829787,6.500049726,0.612681176,0.416758864,0.477413135,0.472048228,0.471171083,0.413113381,0.527587934,0.471603385,0.544581541,0.526345206,0.593196564,0.661823488,0.574014893,0.510230719,0.520013078,0.65249116,0.638507289,0.41769839,0.453556625,0.484306322,0.579767924,0.488956046,0.55434069,0.491535415,0.514741157,0.488862237,0.562775088,0.531309664,0.50897106,0.521610182,0.472166586,0.515217095,0.482686403,0.523793528,0.515872284,0.488043219,0.510334576,0.505566728,0.484244641,0.497583788,0.537712472,0.501550956,0.472610244,0.532819519,0.517295006,0.509466928,0.531484434,0.526063704,0.499901419,0.490307528,0.452926002,0.519075005,0.481140356,0.496477736,0.531960249,0.509520549,0.536801363,0.545039946,0.480456664,0.463860524,0.517373073,0.498007567,0.491472189,0.473594657,0.505724402,0.539244258,0.484435062,0.457744771,0.494101385,0.490590425,0.51739183,0.491043978,0.484164128,0.4792597,0.519006973,0.510690983,0.458511009,0.485228291,0.520615705,0.509498597,0.50178966,0.520549302,0.527758078,0.508475094,0.50353622,0.480999845,0.502248357,0.470750846,0.522002687,0.501661117,0.496515352,0.519437783,0.490562542,0.532071786,0.49004554,0.492266203,0.478676839,0.486039057,0.494499595
0,0.955868926,0.360902256,0.11550152,7.000063366,0.678985115,0.516752016,0.503410492,0.496649162,0.452881369,0.520748642,0.481021802,0.505651068,0.532197383,0.504168882,0.480273489,0.492793859,0.476233907,0.509605056,0.518161519,0.547529516,0.511551994,0.481008459,0.569548332,0.47181804,0.509031589,0.517725295,0.49105887,0.495787089,0.442977423,0.513733028,0.50812134,0.540783838,0.496356758,0.465629237,0.479609028,0.476089803,0.474533479,0.478103708,0.500564843,0.475075543,0.513080733,0.527163344,0.506344539,0.484372957,0.522382995,0.453914909,0.505824204,0.557326404,0.459082813,0.552423287,0.523856241,0.503634126,0.467635015,0.534428724,0.502508916,0.5359902,0.47351623,0.427665141,0.498055973,0.50185916,0.484934552,0.485979274,0.478486949,0.502380798,0.484966712,0.481254459,0.451253473,0.51316265,0.465364534,0.500095089,0.505766512,0.51886548,0.506833553,0.486731778,0.527053582,0.462467223,0.465906017,0.448105924,0.458580752,0.464298719,0.502877822,0.502969094,0.532016867,0.470737104,0.466675033,0.505963617,0.530255979,0.505757452,0.559821485,0.513899729,0.508944739,0.495054544,0.469755241,0.483762865,0.524234182,0.541023337,0.500892183,0.550045881,0.525980037,0.508432182,0.465024067,0.504194964,0.546144945
1,0.610784214,0.15037594,0.072948328,7.500072846,0.700156167,0.532675424,0.42992291,0.468609845,0.563474157,0.453421374,0.549183203,0.469521268,0.439184025,0.579220001,0.516260696,0.4781903,0.462957532,0.529233663,0.428930675,0.397387519,0.550282999,0.536173608,0.475834118,0.44357258,0.481594654,0.524048919,0.503262267,0.493804075,0.457533476,0.490376548,0.556863998,0.484251353,0.462196239,0.514731497,0.454445641,0.506305591,0.470709626,0.580200368,0.532440621,0.453212789,0.507264184,0.520979453,0.500789632,0.488062415,0.566408534,0.470004566,0.496050766,0.475802851,0.480914864,0.51919964,0.517339304,0.551218072,0.502138373,0.492633593,0.491980185,0.491247275,0.504678703,0.534980329,0.503645327,0.521331404,0.507103029,0.501274448,0.519256529,0.484709709,0.499856691,0.478815021,0.523798892,0.493692748,0.507648585,0.605289505,0.489090302,0.492769389,0.501283329,0.513567195,0.473939533,0.468839311,0.475262348,0.496012677,0.504338454,0.486625431,0.501599898,0.485350881,0.469156452,0.520586925,0.513324258,0.523403723,0.48884779,0.455403034,0.514190359,0.481744988,0.478670143,0.509127403,0.479256257,0.503144154,0.547113339,0.484755442,0.476191343,0.52316075,0.513003427,0.504405358,0.483744426,0.477969758,0.505873534
0,0.980977985,0.067669173,0.045592705,8.000063654,0.641985974,0.404850813,0.552806541,0.511816348,0.546940224,0.507112575,0.501359568,0.488854743,0.515778928,0.556641408,0.445941042,0.538262762,0.530098543,0.450334939,0.484036729,0.454105868,0.490828324,0.553908248,0.494534198,0.50996576,0.521634444,0.513672045,0.487106303,0.438603156,0.483640189,0.51489487,0.552561833,0.535296845,0.477448855,0.535885156,0.476665236,0.54177834,0.502188175,0.512397146,0.510282324,0.507215043,0.498045383,0.498450611,0.479668565,0.491730032,0.541640575,0.438339427,0.492551531,0.489726604,0.533406295,0.409137782,0.498517125,0.502904237,0.539670483,0.483825372,0.522371085,0.508551196,0.49611331,0.440220192,0.530724898,0.464095415,0.515167135,0.48969771,0.498203753,0.538578214,0.505513314,0.504618131,0.516438539,0.489295284,0.481722696,0.470510351,0.523808513,0.488877834,0.467829242,0.520198758,0.531791969,0.480836061,0.529974906,0.449930825,0.47331851,0.473411305,0.460739928,0.471522785,0.488254786,0.519882706,0.496265627,0.497279504,0.508185735,0.48609942,0.474991866,0.502575972,0.529526634,0.493861349,0.520721761,0.496356401,0.45308967,0.481139048,0.518672161,0.49960995,0.502210224,0.520386646,0.509333165,0.521879504,0.519163735
0,0.991173785,0.526315789,0.158054711,8.500083711,0.736375533,0.539806087,0.580156492,0.504539217,0.511573017,0.505392053,0.496660783,0.538735585,0.500128202,0.514810017,0.481344774,0.525527945,0.4525167,0.487029848,0.495878301,0.499125196,0.49867657,0.517046366,0.471605334,0.502928115,0.508667596,0.542451242,0.528190982,0.489739823,0.548945445,0.538961807,0.49344249,0.487177888,0.526606591,0.501763511,0.496701792,0.524030288,0.487556817,0.45119039,0.513484775,0.49699203,0.474834583,0.505924939,0.510243826,0.534369883,0.468000002,0.467207848,0.510910953,0.498080465,0.544253025,0.515412017,0.45757724,0.531961991,0.511456898,0.495717982,0.525463162,0.511508274,0.497164276,0.479242605,0.527679915,0.519752296,0.478740905,0.533422796,0.499210702,0.521378875,0.522418911,0.509004875,0.514677279,0.533231317,0.547721478,0.570036438,0.520316703,0.485249913,0.538848601,0.470241063,0.496178653,0.491550074,0.508164269,0.488007088,0.477547339,0.551693802,0.534257193,0.534504472,0.508153667,0.499824569,0.498014249,0.49630453,0.508694349,0.522711604,0.495209775,0.501431334,0.519249582,0.490704027,0.433138979,0.504246729,0.53109065,0.551610291,0.47655323,0.478336614,0.498431613,0.489941131,0.509063607,0.488920959,0.513691313
1,0.979253323,0.090225564,0.051671733,9.00006728,0.672586867,0.45823781,0.476407416,0.469767575,0.47515531,0.521761915,0.492239311,0.549844357,0.52673727,0.446240985,0.493470803,0.490424226,0.523721079,0.491088046,0.423447729,0.502306809,0.560110092,0.468034797,0.546904245,0.494062763,0.409941115,0.538802844,0.504172147,0.47757283,0.443384256,0.515891037,0.525535985,0.475562401,0.461846663,0.488839854,0.558579199,0.48392588,0.521415548,0.511604794,0.518452588,0.575544388,0.428867054,0.514758279,0.457579167,0.514652321,0.53166265,0.47103844,0.47813286,0.546479117,0.493747143,0.519228947,0.520158224,0.52060869,0.5199562,0.501422493,0.470917497,0.443962051,0.518538667,0.523566517,0.537119937,0.481970498,0.531230168,0.531993557,0.524545651,0.553903757,0.541659983,0.4930749,0.476062583,0.543839132,0.524194465,0.521681713,0.522706935,0.534139477,0.541883439,0.503491814,0.485607726,0.53020619,0.49785982,0.508260497,0.498211999,0.468304663,0.465066409,0.481122333,0.506099722,0.526354029,0.544644069,0.510373284,0.511532383,0.446913177,0.505715912,0.507227313,0.510547813,0.483025044,0.50042494,0.518236225,0.497394425,0.543855999,0.508494646,0.49528183,0.497805493,0.506789547,0.481081474,0.476679047,0.519486157
1,0.986557776,0.030075188,0.018237082,9.500057185,0.608014693,0.323084556,0.498285503,0.529812339,0.579571569,0.539557824,0.494632931,0.466400552,0.438108505,0.418385566,0.549457944,0.394559729,0.492800389,0.468478843,0.492015872,0.533191361,0.546708346,0.548581962,0.517160949,0.485584181,0.549401895,0.522429699,0.494140914,0.534348561,0.478727981,0.444663281,0.514971419,0.505065002,0.529364239,0.514598942,0.495996623,0.548682933,0.530760912,0.438204758,0.514198042,0.510401612,0.532375498,0.457481556,0.499508792,0.487199951,0.529559807,0.476841924,0.482341588,0.474997601,0.487985167,0.468047322,0.469681578,0.506001795,0.476174944,0.490491238,0.503520325,0.517614288,0.456252854,0.546116141,0.46667364,0.539429896,0.512742768,0.535495642,0.52177072,0.495834878,0.469876421,0.494250442,0.491979029,0.491444016,0.485705913,0.52963377,0.479650019,0.525020968,0.492280879,0.519375701,0.534283863,0.504725187,0.521594381,0.501250285,0.493597125,0.498946083,0.512495448,0.553725677,0.502841346,0.5225772,0.544498818,0.488248773,0.498783282,0.501011884,0.530143838,0.49657761,0.470398659,0.504323999,0.499301121,0.496759087,0.506869719,0.501688015,0.497579739,0.544840759,0.52491641,0.482704975,0.480842016,0.489458404,0.475857559
0,0.644415136,0.315789474,0.066869301,10.00008568,0.735655948,0.497014838,0.544884564,0.513077894,0.489012653,0.450574062,0.534435097,0.452222761,0.461334687,0.551872226,0.460824684,0.453633775,0.493293257,0.485431651,0.525249914,0.531419667,0.484650126,0.521860635,0.485192946,0.509606842,0.457559154,0.48562435,0.465274823,0.482702592,0.454979446,0.49475128,0.544424089,0.506593567,0.534387662,0.504982198,0.525501629,0.452398891,0.487302308,0.451596153,0.47946026,0.473920396,0.553095546,0.527170506,0.502836745,0.514549516,0.477745984,0.553766242,0.490628975,0.485921274,0.553432354,0.49209733,0.573858632,0.502246653,0.458473781,0.461827372,0.45527626,0.554183125,0.504884343,0.546673635,0.508212476,0.451723367,0.429927948,0.53584174,0.496013989,0.528810227,0.477265014,0.458109741,0.479319267,0.536482142,0.508803445,0.448173943,0.538678367,0.484976111,0.501311101,0.504542907,0.494712196,0.47219474,0.519642905,0.513447794,0.498378424,0.545692066,0.504656449,0.516542505,0.512670697,0.552166891,0.534281951,0.505061077,0.464200704,0.486681585,0.494781796,0.477798915,0.492214986,0.567201339,0.5234179,0.524672748,0.517194666,0.51578388,0.496207239,0.476910869,0.499900857,0.510242834,0.50194488,0.486629496,0.554474444
0,0.960231308,0.082706767,0.027355623,10.50004586,0.596119996,0.402183738,0.497129132,0.503330341,0.525597372,0.517659846,0.467324684,0.50733673,0.529378279,0.448767332,0.483826499,0.534510917,0.440058468,0.422777153,0.526574703,0.530919811,0.483400578,0.569341664,0.494050363,0.490166263,0.530223385,0.441795898,0.602257836,0.575053102,0.499865477,0.497588921,0.533430752,0.449227661,0.546522006,0.487441075,0.434618079,0.4786138,0.535134393,0.526562391,0.444839949,0.518947625,0.47488193,0.492693034,0.494272743,0.50579757,0.503682176,0.538259747,0.503819549,0.513033581,0.419832655,0.509660923,0.550496522,0.478198623,0.525266353,0.530336434,0.474843317,0.494548005,0.475069827,0.487482689,0.511458213,0.512524062,0.507123072,0.52003715,0.494787663,0.488580332,0.509159032,0.489050809,0.467927164,0.493875409,0.514668249,0.477183294,0.487569481,0.514182722,0.463574329,0.492147047,0.487835801,0.503863477,0.522917431,0.472696686,0.516214896,0.508267355,0.477334357,0.521876909,0.492796368,0.464952642,0.503639775,0.474170613,0.49213008,0.485840817,0.513298932,0.483135037,0.495516871,0.523142207,0.482202714,0.447423472,0.468448873,0.540671366,0.497255416,0.493923223,0.516964661,0.542362501,0.470499326,0.52273895,0.522069745
